,compound,Bravais_lattice_relax,spacegroup_relax,volume_cell,density,geometry,enthalpy_formation_cell,natoms,energy_atom,eentropy_atom,scintillation_attenuation_length,valence_cell_std,bader_atomic_volumes,bader_net_charges
261,Mo6S8,"RHL
",148,277.257,4.9837,[ 6.522078  6.522078  6.522078 91.16858  91.16858  91.16858 ],,14,-6.46435,-4.65979e-05,2.36658,84,"[14.0447 14.0447 14.04   14.04   14.04   14.0447 26.4681 26.4397 23.35
 23.3484 23.3484 23.3484 23.35   23.35  ]","[ 0.9968  0.9968  0.9978  0.9978  0.9978  0.9968 -0.6541 -0.6542 -0.7793
 -0.7792 -0.7792 -0.7792 -0.7793 -0.7793]"
262,Ce1Co1Ge3,"BCT
",107,88.8747,7.78795,[  5.711786   5.711786   5.711786 135.948    135.948     64.06074 ],,5,-4.4841,0.000175232,1.51415,25,[20.5523 14.2637 19.2936 17.3824 17.3826],[ 1.4415 -0.7135 -0.4931 -0.1174 -0.1174]
263,Pd2Sc1Sn1,"FCC
",225,73.0406,8.5583,[ 4.692019  4.692019  4.692019 60.       60.       60.      ],,4,-4.4067,-0.000156488,1.36144,27,[20.7804 20.7857 11.0672 20.4073],[-0.92   -0.9209  1.6826  0.1582]
264,Ge1Te1,"RHL
",166,54.1912,6.13428,[ 4.258467  4.258467  4.258467 59.66516  59.66516  59.66516 ],-0.153131,2,-3.89925,8.683e-05,1.94206,10,[20.4275 33.7585],[ 0.4522 -0.4522]
265,Th1Tl3,"CUB
",221,116.015,12.0967,[ 4.877213  4.877213  4.877213 90.       90.       90.      ],,4,-3.55997,-0.00046911,-0.000470141,13,[28.2537 30.5697 29.2544 27.9374],[ 1.3291 -0.5672 -0.4431 -0.3188]
266,Ba1Bi3,"CUB
",221,137.289,9.24403,[ 5.158759  5.158759  5.158759 90.       90.       90.      ],-1.88718,4,-3.98087,0.000200198,0.785856,17,[27.5668 36.5507 35.3707 37.8008],[ 1.0968 -0.3641 -0.2699 -0.4628]
267,Tc1,"FCC
",225,14.6729,11.1933,[ 2.747958  2.747958  2.747958 60.       60.       60.      ],,1,-6.94759,0.00023234,1.06557,7,[14.6729],[-0.]
268,Al3Yb1,"CUB
",221,77.8342,5.41858,[ 4.26963  4.26963  4.26963 90.      90.      90.     ],,4,-3.28803,-9.305e-06,1.74562,25,[19.9885 20.7873 20.4608 16.5723],[-0.234  -0.3486 -0.3006  0.8832]
269,B1Zr1,"FCC
",225,29.6203,5.71989,[ 3.472973  3.472973  3.472973 60.       60.       60.      ],-7.44283,2,-7.99307,0.000259335,2.13248,7,[15.6538 13.9665],[-1.5088  1.5088]
270,As1Sn1,"FCC
",225,50.3194,6.38918,[ 4.143973  4.143973  4.143973 60.       60.       60.      ],,2,-4.20313,0.000110335,1.85831,9,[26.9854 23.3152],[-0.6408  0.6409]
271,Ce1Cu2Si2,"BCT
",139,85.1099,6.30938,[  5.789595   5.789595   5.789595 138.2571   138.2571    60.50953 ],,5,-4.60325,-1.2972e-05,1.7991,34,[20.6077 14.231  14.2305 17.8043 18.2363],[ 1.4767 -0.2639 -0.2638 -0.4255 -0.5234]
272,Mo1,"FCC
",225,16.3379,9.75106,[ 2.848202  2.848202  2.848202 60.       60.       60.      ],,1,-7.60041,6.074e-05,1.21834,6,[16.3379],[0.]
273,P1Rh2,"FCC
",225,41.9863,9.36473,[ 3.901285  3.901285  3.901285 60.       60.       60.      ],,3,-5.21668,-3.36e-05,1.2473,23,[11.6059 15.1709 15.2096],[ 0.2255 -0.1091 -0.1164]
274,Ga1P1,"FCC
",216,41.4261,4.03693,[ 3.883855  3.883855  3.883855 60.       60.       60.      ],,2,-4.33318,4.7325e-05,3.07366,8,[15.9349 25.4913],[ 0.7746 -0.7746]
275,Ru1,"FCC
",225,13.769,12.189,[ 2.690331  2.690331  2.690331 60.       60.       60.      ],,1,-5.55021,0.00017985,0.968284,8,[13.769],[0.]
276,B2Zr1,"HEX
",191,31.0621,6.03228,[  3.175974   3.175974   3.555869  90.        90.       119.9999  ],-16.3569,3,-8.30006,-6.55433e-05,2.02754,10,[ 9.5138  9.2412 12.307 ],[-0.8142 -0.7183  1.5325]
277,Nb1S2,"RHL
",166,62.9677,4.14099,[ 6.641424  6.641424  6.641424 29.52368  29.52368  29.52368 ],,3,-6.60336,-0.000317963,2.85131,17,[13.0706 24.9414 24.9556],[ 1.7614 -0.8806 -0.8808]
278,Au1Sc1,"CUB
",221,40.3945,9.94496,[ 3.431158  3.431158  3.431158 90.       90.       90.      ],,2,-3.96019,-0.000161875,0.799268,14,[28.8178 11.5767],[-1.6964  1.6963]
279,Bi2Se3,"RHL
",166,149.515,7.27279,[10.08204 10.08204 10.08204 24.0458  24.0458  24.0458 ],-1.94812,5,-4.09429,6.73e-06,1.12234,28,[25.8226 25.8222 30.7435 33.5713 33.5552],[ 1.0179  1.0179 -0.8348 -0.6007 -0.6003]
280,Ir1,"FCC
",225,14.1326,22.5853,[ 2.713806  2.713806  2.713806 60.       60.       60.      ],,1,-5.97354,3.05e-05,0.334578,9,[14.1326],[0.]
281,I4Sn1,"CUB
",215,322.741,3.22243,[ 6.859379  6.859379  6.859379 90.       90.       90.      ],,5,-2.27204,0.00282204,3.45326,32,[74.9283 73.316  73.3878 74.2798 26.8234],[-0.2753 -0.2692 -0.2694 -0.2728  1.0867]
282,Au1Ga2,"FCC
",225,59.1609,9.44328,[ 4.373709  4.373709  4.373709 60.       60.       60.      ],,3,-2.23371,-0.000157003,0.941423,17,[24.8604 17.1501 17.1504],[-1.0661  0.533   0.533 ]
283,Pd1Zr2,"BCT
",139,60.5011,7.92764,[  5.932628   5.932628   5.932628 147.3656   147.3656    46.82272 ],,3,-7.04123,-0.000368243,1.50838,18,[22.7551 18.8738 18.8721],[-1.3758  0.6877  0.6881]
